-----------------------------------------
Search for recursive extensions of: P2
Maximal allowed extension order p: 50
Maximal allowed recursion depth: 5
-----------------------------------------
RULE: 0  2
RULE: 1  2 3 
RULE: 2  2 3 6 
RULE: 3  2 3 6 12 
RULE: 4  2 3 6 12 24 
RULE: 4  2 3 6 12 44 
RULE: 3  2 3 6 20 
RULE: 3  2 3 6 22 
RULE: 4  2 3 6 22 34 
RULE: 3  2 3 6 42 
RULE: 2  2 3 10 
RULE: 3  2 3 10 16 
RULE: 4  2 3 10 16 32 
RULE: 3  2 3 10 32 
RULE: 4  2 3 10 32 48 
RULE: 3  2 3 10 46 
RULE: 2  2 3 16 
RULE: 3  2 3 16 22 
RULE: 4  2 3 16 22 44 
RULE: 3  2 3 16 44 
RULE: 2  2 3 22 
RULE: 3  2 3 22 24 
RULE: 4  2 3 22 24 26 
RULE: 4  2 3 22 24 28 
RULE: 3  2 3 22 26 
RULE: 2  2 3 26 
RULE: 3  2 3 26 32 
RULE: 2  2 3 32 
RULE: 3  2 3 32 38 
RULE: 2  2 3 34 
RULE: 3  2 3 34 40 
RULE: 2  2 3 40 
RULE: 3  2 3 40 46 
RULE: 2  2 3 42 
RULE: 3  2 3 42 48 
RULE: 2  2 3 50 
RULE: 1  2 4 
RULE: 2  2 4 6 
RULE: 3  2 4 6 9 
RULE: 4  2 4 6 9 20 
RULE: 5  2 4 6 9 20 22 
RULE: 4  2 4 6 9 22 
RULE: 5  2 4 6 9 22 46 
RULE: 4  2 4 6 9 42 
RULE: 3  2 4 6 10 
RULE: 4  2 4 6 10 21 
RULE: 4  2 4 6 10 23 
RULE: 5  2 4 6 10 23 46 
RULE: 4  2 4 6 10 26 
RULE: 5  2 4 6 10 26 42 
RULE: 5  2 4 6 10 26 45 
RULE: 5  2 4 6 10 26 46 
RULE: 4  2 4 6 10 42 
RULE: 4  2 4 6 10 50 
RULE: 3  2 4 6 22 
RULE: 4  2 4 6 22 35 
RULE: 4  2 4 6 22 36 
RULE: 3  2 4 6 25 
RULE: 3  2 4 6 29 
RULE: 4  2 4 6 29 42 
RULE: 3  2 4 6 31 
RULE: 4  2 4 6 31 44 
RULE: 3  2 4 6 43 
RULE: 3  2 4 6 47 
RULE: 2  2 4 7 
RULE: 3  2 4 7 12 
RULE: 4  2 4 7 12 22 
RULE: 3  2 4 7 22 
RULE: 4  2 4 7 22 36 
RULE: 3  2 4 7 26 
RULE: 4  2 4 7 26 38 
RULE: 3  2 4 7 48 
RULE: 2  2 4 9 
RULE: 3  2 4 9 16 
RULE: 3  2 4 9 28 
RULE: 3  2 4 9 30 
RULE: 4  2 4 9 30 44 
RULE: 2  2 4 13 
RULE: 3  2 4 13 20 
RULE: 4  2 4 13 20 38 
RULE: 3  2 4 13 38 
RULE: 2  2 4 14 
RULE: 3  2 4 14 20 
RULE: 4  2 4 14 20 40 
RULE: 3  2 4 14 36 
RULE: 3  2 4 14 39 
RULE: 2  2 4 15 
RULE: 3  2 4 15 22 
RULE: 4  2 4 15 22 44 
RULE: 3  2 4 15 44 
RULE: 2  2 4 16 
RULE: 3  2 4 16 22 
RULE: 4  2 4 16 22 44 
RULE: 4  2 4 16 22 45 
RULE: 3  2 4 16 23 
RULE: 4  2 4 16 23 44 
RULE: 3  2 4 16 24 
RULE: 4  2 4 16 24 45 
RULE: 3  2 4 16 44 
RULE: 3  2 4 16 45 
RULE: 2  2 4 22 
RULE: 3  2 4 22 29 
RULE: 2  2 4 24 
RULE: 3  2 4 24 29 
RULE: 3  2 4 24 30 
RULE: 3  2 4 24 31 
RULE: 3  2 4 24 32 
RULE: 2  2 4 29 
RULE: 3  2 4 29 36 
RULE: 2  2 4 35 
RULE: 3  2 4 35 42 
RULE: 2  2 4 36 
RULE: 3  2 4 36 42 
RULE: 3  2 4 36 43 
RULE: 3  2 4 36 44 
RULE: 2  2 4 37 
RULE: 3  2 4 37 42 
RULE: 3  2 4 37 44 
RULE: 2  2 4 42 
RULE: 3  2 4 42 49 
RULE: 2  2 4 43 
RULE: 3  2 4 43 50 
RULE: 1  2 6 
RULE: 2  2 6 7 
RULE: 3  2 6 7 30 
RULE: 4  2 6 7 30 46 
RULE: 2  2 6 8 
RULE: 3  2 6 8 9 
RULE: 4  2 6 8 9 22 
RULE: 3  2 6 8 12 
RULE: 4  2 6 8 12 27 
RULE: 3  2 6 8 13 
RULE: 4  2 6 8 13 26 
RULE: 4  2 6 8 13 48 
RULE: 3  2 6 8 14 
RULE: 4  2 6 8 14 25 
RULE: 4  2 6 8 14 28 
RULE: 3  2 6 8 27 
RULE: 3  2 6 8 28 
RULE: 3  2 6 8 35 
RULE: 4  2 6 8 35 50 
RULE: 2  2 6 9 
RULE: 3  2 6 9 14 
RULE: 4  2 6 9 14 30 
RULE: 3  2 6 9 32 
RULE: 4  2 6 9 32 50 
RULE: 2  2 6 16 
RULE: 3  2 6 16 25 
RULE: 4  2 6 16 25 50 
RULE: 3  2 6 16 50 
RULE: 2  2 6 17 
RULE: 3  2 6 17 50 
RULE: 2  2 6 18 
RULE: 3  2 6 18 23 
RULE: 4  2 6 18 23 48 
RULE: 4  2 6 18 23 50 
RULE: 3  2 6 18 24 
RULE: 4  2 6 18 24 48 
RULE: 4  2 6 18 24 49 
RULE: 4  2 6 18 24 50 
RULE: 3  2 6 18 25 
RULE: 3  2 6 18 26 
RULE: 3  2 6 18 46 
RULE: 3  2 6 18 47 
RULE: 2  2 6 23 
RULE: 3  2 6 23 32 
RULE: 2  2 6 24 
RULE: 3  2 6 24 33 
RULE: 2  2 6 32 
RULE: 3  2 6 32 41 
RULE: 2  2 6 33 
RULE: 2  2 6 37 
RULE: 3  2 6 37 44 
RULE: 3  2 6 37 46 
RULE: 2  2 6 39 
RULE: 3  2 6 39 48 
RULE: 2  2 6 40 
RULE: 3  2 6 40 48 
RULE: 3  2 6 40 49 
RULE: 2  2 6 48 
RULE: 2  2 6 49 
RULE: 1  2 7 
RULE: 2  2 7 10 
RULE: 3  2 7 10 20 
RULE: 4  2 7 10 20 40 
RULE: 4  2 7 10 20 42 
RULE: 2  2 7 20 
RULE: 3  2 7 20 30 
RULE: 2  2 7 26 
RULE: 3  2 7 26 36 
RULE: 2  2 7 36 
RULE: 3  2 7 36 46 
RULE: 2  2 7 46 
RULE: 1  2 10 
RULE: 2  2 10 13 
RULE: 3  2 10 13 26 
RULE: 3  2 10 13 50 
RULE: 2  2 10 26 
