-----------------------------------------
Search for recursive extensions of: P3
Maximal allowed extension order p: 50
Maximal allowed recursion depth: 5
-----------------------------------------
RULE: 0  3
RULE: 1  3 4 
RULE: 2  3 4 8 
RULE: 3  3 4 8 16 
RULE: 4  3 4 8 16 30 
RULE: 4  3 4 8 16 32 
RULE: 3  3 4 8 30 
RULE: 4  3 4 8 30 46 
RULE: 2  3 4 14 
RULE: 3  3 4 14 22 
RULE: 4  3 4 14 22 44 
RULE: 3  3 4 14 42 
RULE: 3  3 4 14 44 
RULE: 2  3 4 22 
RULE: 3  3 4 22 30 
RULE: 2  3 4 36 
RULE: 3  3 4 36 44 
RULE: 2  3 4 44 
RULE: 2  3 4 48 
RULE: 1  3 8 
RULE: 2  3 8 10 
RULE: 3  3 8 10 20 
RULE: 4  3 8 10 20 42 
RULE: 4  3 8 10 20 44 
RULE: 3  3 8 10 42 
RULE: 2  3 8 12 
RULE: 3  3 8 12 20 
RULE: 4  3 8 12 20 42 
RULE: 3  3 8 12 44 
RULE: 2  3 8 22 
RULE: 3  3 8 22 34 
RULE: 2  3 8 24 
RULE: 3  3 8 24 32 
RULE: 3  3 8 24 34 
RULE: 2  3 8 32 
RULE: 3  3 8 32 44 
RULE: 2  3 8 44 
RULE: 2  3 8 46 
RULE: 1  3 10 
RULE: 2  3 10 14 
RULE: 3  3 10 14 26 
RULE: 3  3 10 14 28 
RULE: 2  3 10 26 
RULE: 3  3 10 26 40 
RULE: 2  3 10 28 
RULE: 3  3 10 28 40 
RULE: 1  3 14 
RULE: 2  3 14 18 
RULE: 3  3 14 18 36 
RULE: 2  3 14 36 
RULE: 1  3 18 
RULE: 2  3 18 22 
RULE: 3  3 18 22 44 
RULE: 2  3 18 44 
RULE: 1  3 22 
RULE: 2  3 22 26 
RULE: 2  3 22 50 
RULE: 1  3 28 
RULE: 2  3 28 32 
RULE: 1  3 32 
RULE: 2  3 32 36 
RULE: 1  3 36 
RULE: 2  3 36 40 
RULE: 1  3 40 
RULE: 2  3 40 42 
RULE: 2  3 40 44 
RULE: 1  3 42 
RULE: 2  3 42 46 
RULE: 1  3 46 
RULE: 2  3 46 50 
RULE: 1  3 50 
