-----------------------------------------
Search for recursive extensions of: P6
Maximal allowed extension order p: 50
Maximal allowed recursion depth: 5
-----------------------------------------
RULE: 0  6
RULE: 1  6 7 
RULE: 2  6 7 14 
RULE: 3  6 7 14 28 
RULE: 3  6 7 14 30 
RULE: 2  6 7 26 
RULE: 3  6 7 26 40 
RULE: 2  6 7 40 
RULE: 1  6 8 
RULE: 2  6 8 14 
RULE: 3  6 8 14 29 
RULE: 3  6 8 14 30 
RULE: 2  6 8 15 
RULE: 3  6 8 15 28 
RULE: 2  6 8 25 
RULE: 3  6 8 25 28 
RULE: 3  6 8 25 38 
RULE: 2  6 8 26 
RULE: 3  6 8 26 40 
RULE: 3  6 8 26 41 
RULE: 2  6 8 27 
RULE: 3  6 8 27 40 
RULE: 2  6 8 40 
RULE: 2  6 8 41 
RULE: 2  6 8 42 
RULE: 2  6 8 49 
RULE: 1  6 14 
RULE: 2  6 14 19 
RULE: 2  6 14 20 
RULE: 3  6 14 20 37 
RULE: 2  6 14 21 
RULE: 3  6 14 21 38 
RULE: 2  6 14 40 
RULE: 2  6 14 41 
RULE: 2  6 14 42 
RULE: 2  6 14 43 
RULE: 2  6 14 44 
RULE: 1  6 15 
RULE: 2  6 15 18 
RULE: 2  6 15 20 
RULE: 3  6 15 20 38 
RULE: 2  6 15 40 
RULE: 2  6 15 42 
RULE: 1  6 19 
RULE: 2  6 19 26 
RULE: 1  6 26 
RULE: 2  6 26 33 
RULE: 1  6 27 
RULE: 2  6 27 32 
RULE: 2  6 27 34 
RULE: 1  6 33 
RULE: 2  6 33 40 
RULE: 1  6 34 
RULE: 2  6 34 40 
RULE: 2  6 34 41 
RULE: 1  6 40 
RULE: 2  6 40 47 
RULE: 2  6 40 48 
RULE: 1  6 41 
RULE: 2  6 41 46 
RULE: 2  6 41 48 
RULE: 1  6 45 
RULE: 1  6 47 
