-----------------------------------------
Search for recursive extensions of: P3
Maximal allowed extension order p: 50
Maximal allowed recursion depth: 5
-----------------------------------------
RULE: 0  3
RULE: 1  3 6 
RULE: 2  3 6 10 
RULE: 3  3 6 10 16 
RULE: 3  3 6 10 18 
RULE: 3  3 6 10 22 
RULE: 3  3 6 10 24 
RULE: 2  3 6 12 
RULE: 3  3 6 12 28 
RULE: 3  3 6 12 34 
RULE: 3  3 6 12 36 
RULE: 3  3 6 12 48 
RULE: 2  3 6 14 
RULE: 3  3 6 14 22 
RULE: 3  3 6 14 24 
RULE: 3  3 6 14 28 
RULE: 3  3 6 14 32 
RULE: 3  3 6 14 34 
RULE: 2  3 6 24 
RULE: 3  3 6 24 36 
RULE: 3  3 6 24 40 
RULE: 3  3 6 24 44 
RULE: 2  3 6 26 
RULE: 2  3 6 44 
RULE: 2  3 6 46 
RULE: 2  3 6 48 
RULE: 1  3 8 
RULE: 2  3 8 20 
RULE: 2  3 8 22 
RULE: 2  3 8 26 
RULE: 1  3 10 
RULE: 2  3 10 20 
RULE: 2  3 10 22 
RULE: 2  3 10 26 
RULE: 1  3 18 
RULE: 2  3 18 28 
RULE: 2  3 18 30 
RULE: 2  3 18 34 
RULE: 1  3 20 
RULE: 1  3 22 
RULE: 1  3 24 
RULE: 1  3 26 
RULE: 1  3 28 
RULE: 2  3 28 46 
RULE: 1  3 38 
RULE: 1  3 40 
RULE: 1  3 42 
RULE: 1  3 44 
RULE: 1  3 46 
RULE: 1  3 48 
RULE: 1  3 50 
