-----------------------------------------
Search for recursive extensions of: P1
Maximal allowed extension order p: 100
Maximal allowed recursion depth: 6
-----------------------------------------
RULE: 0  1
RULE: 1  1 2 
RULE: 2  1 2 4 
RULE: 3  1 2 4 8 
RULE: 4  1 2 4 8 16 
RULE: 5  1 2 4 8 16 32 
RULE: 6  1 2 4 8 16 32 64 
RULE: 5  1 2 4 8 16 64 
RULE: 6  1 2 4 8 16 64 96 
RULE: 5  1 2 4 8 16 96 
RULE: 4  1 2 4 8 32 
RULE: 5  1 2 4 8 32 48 
RULE: 6  1 2 4 8 32 48 96 
RULE: 5  1 2 4 8 32 96 
RULE: 4  1 2 4 8 48 
RULE: 5  1 2 4 8 48 64 
RULE: 4  1 2 4 8 64 
RULE: 5  1 2 4 8 64 80 
RULE: 4  1 2 4 8 80 
RULE: 5  1 2 4 8 80 96 
RULE: 4  1 2 4 8 96 
RULE: 3  1 2 4 16 
RULE: 4  1 2 4 16 24 
RULE: 5  1 2 4 16 24 48 
RULE: 6  1 2 4 16 24 48 96 
RULE: 5  1 2 4 16 24 96 
RULE: 4  1 2 4 16 48 
RULE: 5  1 2 4 16 48 72 
RULE: 4  1 2 4 16 72 
RULE: 5  1 2 4 16 72 96 
RULE: 4  1 2 4 16 96 
RULE: 3  1 2 4 24 
RULE: 4  1 2 4 24 32 
RULE: 5  1 2 4 24 32 64 
RULE: 4  1 2 4 24 64 
RULE: 5  1 2 4 24 64 96 
RULE: 4  1 2 4 24 96 
RULE: 3  1 2 4 32 
RULE: 4  1 2 4 32 40 
RULE: 5  1 2 4 32 40 80 
RULE: 4  1 2 4 32 80 
RULE: 3  1 2 4 40 
RULE: 4  1 2 4 40 48 
RULE: 5  1 2 4 40 48 96 
RULE: 4  1 2 4 40 96 
RULE: 3  1 2 4 48 
RULE: 4  1 2 4 48 56 
RULE: 3  1 2 4 56 
RULE: 4  1 2 4 56 64 
RULE: 3  1 2 4 64 
RULE: 4  1 2 4 64 72 
RULE: 3  1 2 4 72 
RULE: 4  1 2 4 72 80 
RULE: 3  1 2 4 80 
RULE: 4  1 2 4 80 88 
RULE: 3  1 2 4 88 
RULE: 4  1 2 4 88 96 
RULE: 3  1 2 4 96 
RULE: 2  1 2 8 
RULE: 3  1 2 8 12 
RULE: 4  1 2 8 12 24 
RULE: 5  1 2 8 12 24 48 
RULE: 6  1 2 8 12 24 48 96 
RULE: 5  1 2 8 12 24 96 
RULE: 4  1 2 8 12 48 
RULE: 5  1 2 8 12 48 72 
RULE: 4  1 2 8 12 72 
RULE: 5  1 2 8 12 72 96 
RULE: 4  1 2 8 12 96 
RULE: 3  1 2 8 24 
RULE: 4  1 2 8 24 36 
RULE: 5  1 2 8 24 36 72 
RULE: 4  1 2 8 24 72 
RULE: 3  1 2 8 36 
RULE: 4  1 2 8 36 48 
RULE: 5  1 2 8 36 48 96 
RULE: 4  1 2 8 36 96 
RULE: 3  1 2 8 48 
RULE: 4  1 2 8 48 60 
RULE: 3  1 2 8 60 
RULE: 4  1 2 8 60 72 
RULE: 3  1 2 8 72 
RULE: 4  1 2 8 72 84 
RULE: 3  1 2 8 84 
RULE: 4  1 2 8 84 96 
RULE: 3  1 2 8 96 
RULE: 2  1 2 12 
RULE: 3  1 2 12 16 
RULE: 4  1 2 12 16 32 
RULE: 5  1 2 12 16 32 64 
RULE: 4  1 2 12 16 64 
RULE: 5  1 2 12 16 64 96 
RULE: 4  1 2 12 16 96 
RULE: 3  1 2 12 32 
RULE: 4  1 2 12 32 48 
RULE: 5  1 2 12 32 48 96 
RULE: 4  1 2 12 32 96 
RULE: 3  1 2 12 48 
RULE: 4  1 2 12 48 64 
RULE: 3  1 2 12 64 
RULE: 4  1 2 12 64 80 
RULE: 3  1 2 12 80 
RULE: 4  1 2 12 80 96 
RULE: 3  1 2 12 96 
RULE: 2  1 2 16 
RULE: 3  1 2 16 20 
RULE: 4  1 2 16 20 40 
RULE: 5  1 2 16 20 40 80 
RULE: 4  1 2 16 20 80 
RULE: 3  1 2 16 40 
RULE: 4  1 2 16 40 60 
RULE: 3  1 2 16 60 
RULE: 4  1 2 16 60 80 
RULE: 3  1 2 16 80 
RULE: 4  1 2 16 80 100 
RULE: 3  1 2 16 100 
RULE: 2  1 2 20 
RULE: 3  1 2 20 24 
RULE: 4  1 2 20 24 48 
RULE: 5  1 2 20 24 48 96 
RULE: 4  1 2 20 24 96 
RULE: 3  1 2 20 48 
RULE: 4  1 2 20 48 72 
RULE: 3  1 2 20 72 
RULE: 4  1 2 20 72 96 
RULE: 3  1 2 20 96 
RULE: 2  1 2 24 
RULE: 3  1 2 24 28 
RULE: 4  1 2 24 28 56 
RULE: 3  1 2 24 56 
RULE: 4  1 2 24 56 84 
RULE: 3  1 2 24 84 
RULE: 2  1 2 28 
RULE: 3  1 2 28 32 
RULE: 4  1 2 28 32 64 
RULE: 3  1 2 28 64 
RULE: 4  1 2 28 64 96 
RULE: 3  1 2 28 96 
RULE: 2  1 2 32 
RULE: 3  1 2 32 36 
RULE: 4  1 2 32 36 72 
RULE: 3  1 2 32 72 
RULE: 2  1 2 36 
RULE: 3  1 2 36 40 
RULE: 4  1 2 36 40 80 
RULE: 3  1 2 36 80 
RULE: 2  1 2 40 
RULE: 3  1 2 40 44 
RULE: 4  1 2 40 44 88 
RULE: 3  1 2 40 88 
RULE: 2  1 2 44 
RULE: 3  1 2 44 48 
RULE: 4  1 2 44 48 96 
RULE: 3  1 2 44 96 
RULE: 2  1 2 48 
RULE: 3  1 2 48 52 
RULE: 2  1 2 52 
RULE: 3  1 2 52 56 
RULE: 2  1 2 56 
RULE: 3  1 2 56 60 
RULE: 2  1 2 60 
RULE: 3  1 2 60 64 
RULE: 2  1 2 64 
RULE: 3  1 2 64 68 
RULE: 2  1 2 68 
RULE: 3  1 2 68 72 
RULE: 2  1 2 72 
RULE: 3  1 2 72 76 
RULE: 2  1 2 76 
RULE: 3  1 2 76 80 
RULE: 2  1 2 80 
RULE: 3  1 2 80 84 
RULE: 2  1 2 84 
RULE: 3  1 2 84 88 
RULE: 2  1 2 88 
RULE: 3  1 2 88 92 
RULE: 2  1 2 92 
RULE: 3  1 2 92 96 
RULE: 2  1 2 96 
RULE: 3  1 2 96 100 
RULE: 2  1 2 100 
RULE: 1  1 4 
RULE: 2  1 4 6 
RULE: 3  1 4 6 12 
RULE: 4  1 4 6 12 24 
RULE: 5  1 4 6 12 24 48 
RULE: 6  1 4 6 12 24 48 96 
RULE: 5  1 4 6 12 24 96 
RULE: 4  1 4 6 12 48 
RULE: 5  1 4 6 12 48 72 
RULE: 4  1 4 6 12 72 
RULE: 5  1 4 6 12 72 96 
RULE: 4  1 4 6 12 96 
RULE: 3  1 4 6 24 
RULE: 4  1 4 6 24 36 
RULE: 5  1 4 6 24 36 72 
RULE: 4  1 4 6 24 72 
RULE: 3  1 4 6 36 
RULE: 4  1 4 6 36 48 
RULE: 5  1 4 6 36 48 96 
RULE: 4  1 4 6 36 96 
RULE: 3  1 4 6 48 
RULE: 4  1 4 6 48 60 
RULE: 3  1 4 6 60 
RULE: 4  1 4 6 60 72 
RULE: 3  1 4 6 72 
