-----------------------------------------
Search for recursive extensions of: P2
Maximal allowed extension order p: 100
Maximal allowed recursion depth: 6
-----------------------------------------
RULE: 0  2
RULE: 1  2 3 
RULE: 2  2 3 4 
RULE: 3  2 3 4 8 
RULE: 4  2 3 4 8 16 
RULE: 5  2 3 4 8 16 32 
RULE: 6  2 3 4 8 16 32 64 
RULE: 5  2 3 4 8 16 64 
RULE: 6  2 3 4 8 16 64 96 
RULE: 5  2 3 4 8 16 96 
RULE: 4  2 3 4 8 32 
RULE: 5  2 3 4 8 32 48 
RULE: 6  2 3 4 8 32 48 96 
RULE: 5  2 3 4 8 32 96 
RULE: 4  2 3 4 8 48 
RULE: 5  2 3 4 8 48 64 
RULE: 4  2 3 4 8 64 
RULE: 5  2 3 4 8 64 80 
RULE: 4  2 3 4 8 80 
RULE: 5  2 3 4 8 80 96 
RULE: 4  2 3 4 8 96 
RULE: 3  2 3 4 16 
RULE: 4  2 3 4 16 24 
RULE: 5  2 3 4 16 24 48 
RULE: 6  2 3 4 16 24 48 96 
RULE: 5  2 3 4 16 24 96 
RULE: 4  2 3 4 16 48 
RULE: 5  2 3 4 16 48 72 
RULE: 4  2 3 4 16 72 
RULE: 5  2 3 4 16 72 96 
RULE: 4  2 3 4 16 96 
RULE: 3  2 3 4 24 
RULE: 4  2 3 4 24 32 
RULE: 5  2 3 4 24 32 64 
RULE: 4  2 3 4 24 64 
RULE: 5  2 3 4 24 64 96 
RULE: 4  2 3 4 24 96 
RULE: 3  2 3 4 32 
RULE: 4  2 3 4 32 40 
RULE: 5  2 3 4 32 40 80 
RULE: 4  2 3 4 32 80 
RULE: 3  2 3 4 40 
RULE: 4  2 3 4 40 48 
RULE: 5  2 3 4 40 48 96 
RULE: 4  2 3 4 40 96 
RULE: 3  2 3 4 48 
RULE: 4  2 3 4 48 56 
RULE: 3  2 3 4 56 
RULE: 4  2 3 4 56 64 
RULE: 3  2 3 4 64 
RULE: 4  2 3 4 64 72 
RULE: 3  2 3 4 72 
RULE: 4  2 3 4 72 80 
RULE: 3  2 3 4 80 
RULE: 4  2 3 4 80 88 
RULE: 3  2 3 4 88 
RULE: 4  2 3 4 88 96 
RULE: 3  2 3 4 96 
RULE: 2  2 3 8 
RULE: 3  2 3 8 12 
RULE: 4  2 3 8 12 24 
RULE: 5  2 3 8 12 24 48 
RULE: 6  2 3 8 12 24 48 96 
RULE: 5  2 3 8 12 24 96 
RULE: 4  2 3 8 12 48 
RULE: 5  2 3 8 12 48 72 
RULE: 4  2 3 8 12 72 
RULE: 5  2 3 8 12 72 96 
RULE: 4  2 3 8 12 96 
RULE: 3  2 3 8 24 
RULE: 4  2 3 8 24 36 
RULE: 5  2 3 8 24 36 72 
RULE: 4  2 3 8 24 72 
RULE: 3  2 3 8 36 
RULE: 4  2 3 8 36 48 
RULE: 5  2 3 8 36 48 96 
RULE: 4  2 3 8 36 96 
RULE: 3  2 3 8 48 
RULE: 4  2 3 8 48 60 
RULE: 3  2 3 8 60 
RULE: 4  2 3 8 60 72 
RULE: 3  2 3 8 72 
RULE: 4  2 3 8 72 84 
RULE: 3  2 3 8 84 
RULE: 4  2 3 8 84 96 
RULE: 3  2 3 8 96 
RULE: 2  2 3 12 
RULE: 3  2 3 12 16 
RULE: 4  2 3 12 16 32 
RULE: 5  2 3 12 16 32 64 
RULE: 4  2 3 12 16 64 
RULE: 5  2 3 12 16 64 96 
RULE: 4  2 3 12 16 96 
RULE: 3  2 3 12 32 
RULE: 4  2 3 12 32 48 
RULE: 5  2 3 12 32 48 96 
RULE: 4  2 3 12 32 96 
RULE: 3  2 3 12 48 
RULE: 4  2 3 12 48 64 
RULE: 3  2 3 12 64 
RULE: 4  2 3 12 64 80 
RULE: 3  2 3 12 80 
RULE: 4  2 3 12 80 96 
RULE: 3  2 3 12 96 
RULE: 2  2 3 16 
RULE: 3  2 3 16 20 
RULE: 4  2 3 16 20 40 
RULE: 5  2 3 16 20 40 80 
RULE: 4  2 3 16 20 80 
RULE: 3  2 3 16 40 
RULE: 4  2 3 16 40 60 
RULE: 3  2 3 16 60 
RULE: 4  2 3 16 60 80 
RULE: 3  2 3 16 80 
RULE: 4  2 3 16 80 100 
RULE: 3  2 3 16 100 
RULE: 2  2 3 20 
RULE: 3  2 3 20 24 
RULE: 4  2 3 20 24 48 
RULE: 5  2 3 20 24 48 96 
RULE: 4  2 3 20 24 96 
RULE: 3  2 3 20 48 
RULE: 4  2 3 20 48 72 
RULE: 3  2 3 20 72 
RULE: 4  2 3 20 72 96 
RULE: 3  2 3 20 96 
RULE: 2  2 3 24 
RULE: 3  2 3 24 28 
RULE: 4  2 3 24 28 56 
RULE: 3  2 3 24 56 
RULE: 4  2 3 24 56 84 
RULE: 3  2 3 24 84 
RULE: 2  2 3 28 
RULE: 3  2 3 28 32 
RULE: 4  2 3 28 32 64 
RULE: 3  2 3 28 64 
RULE: 4  2 3 28 64 96 
RULE: 3  2 3 28 96 
RULE: 2  2 3 32 
RULE: 3  2 3 32 36 
RULE: 4  2 3 32 36 72 
RULE: 3  2 3 32 72 
RULE: 2  2 3 36 
RULE: 3  2 3 36 40 
RULE: 4  2 3 36 40 80 
RULE: 3  2 3 36 80 
RULE: 2  2 3 40 
RULE: 3  2 3 40 44 
RULE: 4  2 3 40 44 88 
RULE: 3  2 3 40 88 
RULE: 2  2 3 44 
RULE: 3  2 3 44 48 
RULE: 4  2 3 44 48 96 
RULE: 3  2 3 44 96 
RULE: 2  2 3 48 
RULE: 3  2 3 48 52 
RULE: 2  2 3 52 
RULE: 3  2 3 52 56 
RULE: 2  2 3 56 
RULE: 3  2 3 56 60 
RULE: 2  2 3 60 
RULE: 3  2 3 60 64 
RULE: 2  2 3 64 
RULE: 3  2 3 64 68 
RULE: 2  2 3 68 
RULE: 3  2 3 68 72 
RULE: 2  2 3 72 
RULE: 3  2 3 72 76 
RULE: 2  2 3 76 
RULE: 3  2 3 76 80 
RULE: 2  2 3 80 
RULE: 3  2 3 80 84 
RULE: 2  2 3 84 
RULE: 3  2 3 84 88 
RULE: 2  2 3 88 
RULE: 3  2 3 88 92 
RULE: 2  2 3 92 
RULE: 3  2 3 92 96 
RULE: 2  2 3 96 
RULE: 3  2 3 96 100 
RULE: 2  2 3 100 
RULE: 1  2 4 
RULE: 2  2 4 7 
RULE: 3  2 4 7 12 
RULE: 4  2 4 7 12 24 
RULE: 5  2 4 7 12 24 48 
RULE: 6  2 4 7 12 24 48 96 
RULE: 5  2 4 7 12 24 96 
RULE: 4  2 4 7 12 48 
RULE: 5  2 4 7 12 48 72 
RULE: 4  2 4 7 12 72 
RULE: 5  2 4 7 12 72 96 
RULE: 4  2 4 7 12 96 
RULE: 3  2 4 7 24 
RULE: 4  2 4 7 24 36 
RULE: 5  2 4 7 24 36 72 
RULE: 4  2 4 7 24 72 
RULE: 3  2 4 7 36 
RULE: 4  2 4 7 36 48 
RULE: 5  2 4 7 36 48 96 
RULE: 4  2 4 7 36 96 
RULE: 3  2 4 7 48 
RULE: 4  2 4 7 48 60 
RULE: 3  2 4 7 60 
RULE: 4  2 4 7 60 72 
RULE: 3  2 4 7 72 
RULE: 4  2 4 7 72 84 
RULE: 3  2 4 7 84 
RULE: 4  2 4 7 84 96 
RULE: 3  2 4 7 96 
RULE: 2  2 4 12 
RULE: 3  2 4 12 19 
RULE: 4  2 4 12 19 36 
RULE: 5  2 4 12 19 36 72 
RULE: 4  2 4 12 19 72 
RULE: 3  2 4 12 36 
RULE: 4  2 4 12 36 55 
RULE: 3  2 4 12 55 
RULE: 4  2 4 12 55 72 
RULE: 3  2 4 12 72 
RULE: 4  2 4 12 72 91 
RULE: 3  2 4 12 91 
RULE: 2  2 4 19 
RULE: 3  2 4 19 24 
RULE: 4  2 4 19 24 48 
RULE: 5  2 4 19 24 48 96 
RULE: 4  2 4 19 24 96 
RULE: 3  2 4 19 48 
RULE: 4  2 4 19 48 72 
RULE: 3  2 4 19 72 
RULE: 4  2 4 19 72 96 
RULE: 3  2 4 19 96 
RULE: 2  2 4 24 
RULE: 3  2 4 24 31 
RULE: 4  2 4 24 31 60 
RULE: 3  2 4 24 60 
RULE: 4  2 4 24 60 91 
RULE: 3  2 4 24 91 
RULE: 2  2 4 31 
RULE: 3  2 4 31 36 
RULE: 4  2 4 31 36 72 
RULE: 3  2 4 31 72 
RULE: 2  2 4 36 
RULE: 3  2 4 36 43 
RULE: 4  2 4 36 43 84 
RULE: 3  2 4 36 84 
RULE: 2  2 4 43 
RULE: 3  2 4 43 48 
RULE: 4  2 4 43 48 96 
RULE: 3  2 4 43 96 
RULE: 2  2 4 48 
RULE: 3  2 4 48 55 
RULE: 2  2 4 55 
RULE: 3  2 4 55 60 
RULE: 2  2 4 60 
RULE: 3  2 4 60 67 
RULE: 2  2 4 67 
RULE: 3  2 4 67 72 
RULE: 2  2 4 72 
RULE: 3  2 4 72 79 
RULE: 2  2 4 79 
RULE: 3  2 4 79 84 
RULE: 2  2 4 84 
RULE: 3  2 4 84 91 
RULE: 2  2 4 91 
RULE: 3  2 4 91 96 
RULE: 2  2 4 96 
RULE: 1  2 7 
RULE: 2  2 7 8 
RULE: 3  2 7 8 16 
RULE: 4  2 7 8 16 32 
RULE: 5  2 7 8 16 32 64 
RULE: 4  2 7 8 16 64 
RULE: 5  2 7 8 16 64 96 
RULE: 4  2 7 8 16 96 
RULE: 3  2 7 8 32 
RULE: 4  2 7 8 32 48 
RULE: 5  2 7 8 32 48 96 
RULE: 4  2 7 8 32 96 
RULE: 3  2 7 8 48 
RULE: 4  2 7 8 48 64 
RULE: 3  2 7 8 64 
RULE: 4  2 7 8 64 80 
RULE: 3  2 7 8 80 
RULE: 4  2 7 8 80 96 
RULE: 3  2 7 8 96 
RULE: 2  2 7 16 
RULE: 3  2 7 16 24 
RULE: 4  2 7 16 24 48 
RULE: 5  2 7 16 24 48 96 
RULE: 4  2 7 16 24 96 
RULE: 3  2 7 16 48 
RULE: 4  2 7 16 48 72 
RULE: 3  2 7 16 72 
RULE: 4  2 7 16 72 96 
RULE: 3  2 7 16 96 
RULE: 2  2 7 24 
RULE: 3  2 7 24 32 
RULE: 4  2 7 24 32 64 
RULE: 3  2 7 24 64 
RULE: 4  2 7 24 64 96 
RULE: 3  2 7 24 96 
RULE: 2  2 7 32 
RULE: 3  2 7 32 40 
RULE: 4  2 7 32 40 80 
RULE: 3  2 7 32 80 
RULE: 2  2 7 40 
RULE: 3  2 7 40 48 
RULE: 4  2 7 40 48 96 
RULE: 3  2 7 40 96 
RULE: 2  2 7 48 
RULE: 3  2 7 48 56 
RULE: 2  2 7 56 
RULE: 3  2 7 56 64 
RULE: 2  2 7 64 
RULE: 3  2 7 64 72 
RULE: 2  2 7 72 
RULE: 3  2 7 72 80 
RULE: 2  2 7 80 
RULE: 3  2 7 80 88 
RULE: 2  2 7 88 
RULE: 3  2 7 88 96 
RULE: 2  2 7 96 
RULE: 1  2 8 
RULE: 2  2 8 11 
RULE: 3  2 8 11 20 
RULE: 4  2 8 11 20 40 
RULE: 5  2 8 11 20 40 80 
