-----------------------------------------
Search for recursive extensions of: P1
Maximal allowed extension order p: 50
Maximal allowed recursion depth: 5
-----------------------------------------
RULE: 0  1
RULE: 1  1 2 
RULE: 2  1 2 4 
RULE: 3  1 2 4 6 
RULE: 4  1 2 4 6 12 
RULE: 5  1 2 4 6 12 24 
RULE: 5  1 2 4 6 12 48 
RULE: 4  1 2 4 6 24 
RULE: 5  1 2 4 6 24 36 
RULE: 4  1 2 4 6 36 
RULE: 5  1 2 4 6 36 48 
RULE: 4  1 2 4 6 48 
RULE: 3  1 2 4 12 
RULE: 4  1 2 4 12 18 
RULE: 5  1 2 4 12 18 36 
RULE: 4  1 2 4 12 36 
RULE: 3  1 2 4 18 
RULE: 4  1 2 4 18 24 
RULE: 5  1 2 4 18 24 48 
RULE: 4  1 2 4 18 48 
RULE: 3  1 2 4 24 
RULE: 4  1 2 4 24 30 
RULE: 3  1 2 4 30 
RULE: 4  1 2 4 30 36 
RULE: 3  1 2 4 36 
RULE: 4  1 2 4 36 42 
RULE: 3  1 2 4 42 
RULE: 4  1 2 4 42 48 
RULE: 3  1 2 4 48 
RULE: 2  1 2 6 
RULE: 3  1 2 6 10 
RULE: 4  1 2 6 10 18 
RULE: 5  1 2 6 10 18 36 
RULE: 4  1 2 6 10 36 
RULE: 3  1 2 6 18 
RULE: 4  1 2 6 18 28 
RULE: 3  1 2 6 28 
RULE: 4  1 2 6 28 36 
RULE: 3  1 2 6 36 
RULE: 4  1 2 6 36 46 
RULE: 3  1 2 6 46 
RULE: 2  1 2 10 
RULE: 3  1 2 10 12 
RULE: 4  1 2 10 12 24 
RULE: 5  1 2 10 12 24 48 
RULE: 4  1 2 10 12 48 
RULE: 3  1 2 10 24 
RULE: 4  1 2 10 24 36 
RULE: 3  1 2 10 36 
RULE: 4  1 2 10 36 48 
RULE: 3  1 2 10 48 
RULE: 2  1 2 12 
RULE: 3  1 2 12 16 
RULE: 4  1 2 12 16 30 
RULE: 3  1 2 12 30 
RULE: 4  1 2 12 30 46 
RULE: 3  1 2 12 46 
RULE: 2  1 2 16 
RULE: 3  1 2 16 18 
RULE: 4  1 2 16 18 36 
RULE: 3  1 2 16 36 
RULE: 2  1 2 18 
RULE: 3  1 2 18 22 
RULE: 4  1 2 18 22 42 
RULE: 3  1 2 18 42 
RULE: 2  1 2 22 
RULE: 3  1 2 22 24 
RULE: 4  1 2 22 24 48 
RULE: 3  1 2 22 48 
RULE: 2  1 2 24 
RULE: 3  1 2 24 28 
RULE: 2  1 2 28 
RULE: 3  1 2 28 30 
RULE: 2  1 2 30 
RULE: 3  1 2 30 34 
RULE: 2  1 2 34 
RULE: 3  1 2 34 36 
RULE: 2  1 2 36 
RULE: 3  1 2 36 40 
RULE: 2  1 2 40 
RULE: 3  1 2 40 42 
RULE: 2  1 2 42 
RULE: 3  1 2 42 46 
RULE: 2  1 2 46 
RULE: 3  1 2 46 48 
RULE: 2  1 2 48 
RULE: 1  1 4 
RULE: 2  1 4 6 
RULE: 3  1 4 6 10 
RULE: 4  1 4 6 10 20 
RULE: 5  1 4 6 10 20 40 
RULE: 4  1 4 6 10 40 
RULE: 3  1 4 6 20 
RULE: 4  1 4 6 20 30 
RULE: 3  1 4 6 30 
RULE: 4  1 4 6 30 40 
RULE: 3  1 4 6 40 
RULE: 4  1 4 6 40 50 
RULE: 3  1 4 6 50 
RULE: 2  1 4 10 
RULE: 3  1 4 10 16 
RULE: 4  1 4 10 16 30 
RULE: 3  1 4 10 30 
RULE: 4  1 4 10 30 46 
RULE: 3  1 4 10 46 
RULE: 2  1 4 16 
RULE: 3  1 4 16 20 
RULE: 4  1 4 16 20 40 
RULE: 3  1 4 16 40 
RULE: 2  1 4 20 
RULE: 3  1 4 20 26 
RULE: 4  1 4 20 26 50 
RULE: 3  1 4 20 50 
RULE: 2  1 4 26 
RULE: 3  1 4 26 30 
RULE: 2  1 4 30 
RULE: 3  1 4 30 36 
RULE: 2  1 4 36 
RULE: 3  1 4 36 40 
RULE: 2  1 4 40 
RULE: 3  1 4 40 46 
RULE: 2  1 4 46 
RULE: 3  1 4 46 50 
RULE: 2  1 4 50 
RULE: 1  1 6 
RULE: 2  1 6 8 
RULE: 3  1 6 8 14 
RULE: 4  1 6 8 14 28 
RULE: 3  1 6 8 28 
RULE: 4  1 6 8 28 42 
RULE: 3  1 6 8 42 
RULE: 2  1 6 14 
RULE: 3  1 6 14 22 
RULE: 4  1 6 14 22 42 
RULE: 3  1 6 14 42 
RULE: 2  1 6 22 
RULE: 3  1 6 22 28 
RULE: 2  1 6 28 
RULE: 3  1 6 28 36 
RULE: 2  1 6 36 
RULE: 3  1 6 36 42 
RULE: 2  1 6 42 
RULE: 3  1 6 42 50 
RULE: 2  1 6 50 
RULE: 1  1 8 
RULE: 2  1 8 10 
RULE: 3  1 8 10 18 
RULE: 4  1 8 10 18 36 
RULE: 3  1 8 10 36 
RULE: 2  1 8 18 
RULE: 3  1 8 18 28 
RULE: 2  1 8 28 
RULE: 3  1 8 28 36 
RULE: 2  1 8 36 
RULE: 3  1 8 36 46 
RULE: 2  1 8 46 
RULE: 1  1 10 
RULE: 2  1 10 12 
RULE: 3  1 10 12 22 
RULE: 4  1 10 12 22 44 
RULE: 3  1 10 12 44 
RULE: 2  1 10 22 
RULE: 3  1 10 22 34 
RULE: 2  1 10 34 
RULE: 3  1 10 34 44 
RULE: 2  1 10 44 
RULE: 1  1 12 
RULE: 2  1 12 14 
RULE: 3  1 12 14 26 
RULE: 2  1 12 26 
RULE: 3  1 12 26 40 
RULE: 2  1 12 40 
RULE: 1  1 14 
RULE: 2  1 14 16 
RULE: 3  1 14 16 30 
RULE: 2  1 14 30 
RULE: 3  1 14 30 46 
RULE: 2  1 14 46 
RULE: 1  1 16 
RULE: 2  1 16 18 
RULE: 3  1 16 18 34 
RULE: 2  1 16 34 
RULE: 1  1 18 
RULE: 2  1 18 20 
RULE: 3  1 18 20 38 
RULE: 2  1 18 38 
RULE: 1  1 20 
RULE: 2  1 20 22 
RULE: 3  1 20 22 42 
RULE: 2  1 20 42 
RULE: 1  1 22 
RULE: 2  1 22 24 
RULE: 3  1 22 24 46 
RULE: 2  1 22 46 
RULE: 1  1 24 
RULE: 2  1 24 26 
RULE: 3  1 24 26 50 
RULE: 2  1 24 50 
RULE: 1  1 26 
RULE: 2  1 26 28 
RULE: 1  1 28 
RULE: 2  1 28 30 
RULE: 1  1 30 
RULE: 2  1 30 32 
RULE: 1  1 32 
RULE: 2  1 32 34 
RULE: 1  1 34 
RULE: 2  1 34 36 
RULE: 1  1 36 
RULE: 2  1 36 38 
RULE: 1  1 38 
RULE: 2  1 38 40 
RULE: 1  1 40 
RULE: 2  1 40 42 
RULE: 1  1 42 
RULE: 2  1 42 44 
RULE: 1  1 44 
RULE: 2  1 44 46 
RULE: 1  1 46 
RULE: 2  1 46 48 
RULE: 1  1 48 
RULE: 2  1 48 50 
RULE: 1  1 50 
