-----------------------------------------
Search for recursive extensions of: P1
Maximal allowed extension order p: 50
Maximal allowed recursion depth: 5
-----------------------------------------
RULE: 0  1
RULE: 1  1 3 
RULE: 2  1 3 5 
RULE: 3  1 3 5 8 
RULE: 4  1 3 5 8 32 
RULE: 4  1 3 5 8 33 
RULE: 3  1 3 5 9 
RULE: 3  1 3 5 10 
RULE: 3  1 3 5 11 
RULE: 3  1 3 5 12 
RULE: 4  1 3 5 12 24 
RULE: 4  1 3 5 12 25 
RULE: 4  1 3 5 12 26 
RULE: 3  1 3 5 23 
RULE: 3  1 3 5 24 
RULE: 3  1 3 5 25 
RULE: 3  1 3 5 28 
RULE: 3  1 3 5 29 
RULE: 3  1 3 5 45 
RULE: 3  1 3 5 46 
RULE: 3  1 3 5 47 
RULE: 2  1 3 6 
RULE: 3  1 3 6 43 
RULE: 2  1 3 7 
RULE: 2  1 3 8 
RULE: 2  1 3 10 
RULE: 2  1 3 11 
RULE: 2  1 3 17 
RULE: 2  1 3 18 
RULE: 2  1 3 19 
RULE: 2  1 3 20 
RULE: 2  1 3 21 
RULE: 2  1 3 22 
RULE: 1  1 4 
RULE: 2  1 4 10 
RULE: 2  1 4 21 
RULE: 2  1 4 22 
RULE: 2  1 4 26 
RULE: 2  1 4 31 
RULE: 2  1 4 32 
RULE: 2  1 4 33 
RULE: 2  1 4 34 
RULE: 1  1 5 
RULE: 2  1 5 11 
RULE: 2  1 5 14 
RULE: 2  1 5 15 
RULE: 2  1 5 21 
RULE: 2  1 5 34 
RULE: 2  1 5 35 
RULE: 2  1 5 36 
RULE: 2  1 5 39 
RULE: 2  1 5 45 
RULE: 1  1 6 
RULE: 2  1 6 12 
RULE: 2  1 6 13 
RULE: 2  1 6 15 
RULE: 1  1 7 
RULE: 2  1 7 12 
RULE: 2  1 7 47 
RULE: 1  1 12 
RULE: 2  1 12 20 
RULE: 2  1 12 21 
RULE: 1  1 13 
RULE: 1  1 14 
RULE: 1  1 15 
RULE: 1  1 16 
RULE: 1  1 17 
RULE: 1  1 18 
RULE: 1  1 25 
RULE: 1  1 26 
RULE: 1  1 27 
RULE: 1  1 28 
RULE: 1  1 29 
RULE: 1  1 30 
RULE: 1  1 31 
RULE: 1  1 32 
RULE: 1  1 33 
RULE: 1  1 34 
RULE: 1  1 44 
RULE: 1  1 45 
RULE: 1  1 46 
RULE: 1  1 47 
RULE: 1  1 48 
RULE: 1  1 49 
RULE: 1  1 50 
